sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
800,0,It's,5.747126436781609,1.3849273170899346,1.3849273170899346,1.7835664455823226,33.33333333333333
800,1,the,14.942528735632182,2.859204783669542,4.398776590260835,4.773359909275233,66.66666666666666
800,2,funniest,33.33333333333333,3.3128286195401904,8.673837588920582,10.17560740918932,100.0
800,3,American,36.7816091954023,3.4262345785078527,9.34052716588199,10.71170830612736,100.0
800,4,comedy,27.586206896551722,3.694285026976872,8.725385752087702,8.660091412076017,91.66666666666666
800,5,since,22.988505747126435,4.092924155469261,6.19265266847658,9.110278703735524,75.0
800,6,Graffiti,29.885057471264364,5.010481459843981,12.814873363345821,10.350871163957525,100.0
800,7,Bridge.<EOS>,16.091954022988507,4.020756727035294,23.82556101584247,5.879927145262725,83.33333333333334
801,0,For,6.130268199233716,2.2497909435604893,2.2497909435604893,2.9004433142032373,33.33333333333333
801,1,a,8.42911877394636,2.169604911967193,2.8156752236617524,2.426200213065741,55.55555555555556
801,2,time,14.559386973180077,3.3059555311179083,5.826087952621511,4.485835710276413,72.22222222222221
801,3,in,6.896551724137931,1.7847119603193697,2.439946389910306,1.9977777014101288,44.44444444444444
801,4,the,7.662835249042145,2.444528448858495,2.9256446384182735,2.444528448858495,55.55555555555556
801,5,summer,15.32567049808429,3.1982771458354815,4.4010676197349285,4.552275565025145,77.77777777777779
801,6,of,5.363984674329502,1.5441538655394802,1.6861976929333196,1.5441538655394802,38.88888888888889
801,7,"1823,",22.22222222222222,8.020894188803739,9.6910546754184,12.437999014857326,100.0
801,8,his,6.896551724137931,1.8007491666380289,2.03672520246973,1.9198826992909266,44.44444444444444
801,9,expedition,19.923371647509576,4.2750609986597485,6.029989575815893,6.311786201129477,100.0
801,10,was,9.195402298850574,2.3162307983092205,3.4754917122008777,2.792764928920811,61.111111111111114
801,11,joined,19.157088122605362,4.130726141791815,5.356426910432203,6.247637375854841,94.44444444444444
801,12,by,6.896551724137931,1.7022348992519791,4.653080861885289,1.8557338740162894,44.44444444444444
801,13,Italian,13.026819923371646,4.327754676563914,4.618715419773876,4.618715419773876,83.33333333333334
801,14,explorer,15.32567049808429,5.147943228289632,7.180086371811174,6.353024731663173,88.88888888888889
801,15,Giacomo,22.988505747126435,6.327823407448138,14.04401067619735,10.03012703758434,100.0
801,16,Beltrami.<EOS>,22.22222222222222,7.608508883466786,20.621556296321753,11.681959288406246,100.0
802,0,This,9.195402298850574,2.55678889308911,2.55678889308911,2.8042200762912817,58.333333333333336
802,1,method,29.885057471264364,4.151345407058662,5.57407471047115,9.402384961682532,100.0
802,2,almost,31.034482758620687,4.866146602976047,13.64651706244201,10.759819925083338,100.0
802,3,never,24.137931034482758,4.154781951269803,7.917797862469501,7.010550190728204,100.0
802,4,fails,12.643678160919539,3.402178769029864,4.391903501838551,3.989827829135022,75.0
802,5,"him,",11.494252873563218,2.6289563215230767,4.048249080724424,3.151311041616551,66.66666666666666
